"customerkey","geographykey","name","birthdate","gender","occupation","commutedistance","city","state","country","postalcode"
15786,34,"Marshall Andersen","1968-05-02","M","Skilled Manual","5-10 Miles","Geelong","Victoria","Australia","3220"
15787,17,"Cynthia Gonzalez","1966-11-18","F","Skilled Manual","5-10 Miles","St. Leonards","New South Wales","Australia","2065"
15788,35,"Barbara Li","1971-09-15","F","Professional","2-5 Miles","Melbourne","Victoria","Australia","3000"
15789,26,"Steve Schmidt","1972-02-12","F","Management","0-1 Miles","Rockhampton","Queensland","Australia","4700"
15790,31,"Colin Xu","1965-12-13","M","Skilled Manual","5-10 Miles","Hobart","Tasmania","Australia","7001"
15791,18,"Megan Long","1966-03-20","F","Skilled Manual","5-10 Miles","Sydney","New South Wales","Australia","1002"
15792,30,"Ernest Zhou","1976-08-05","M","Skilled Manual","0-1 Miles","Perth","South Australia","Australia","6006"
15793,2,"Renee Navarro","1976-04-08","F","Professional","0-1 Miles","Coffs Harbour","New South Wales","Australia","2450"
15794,26,"Tonya Chander","1981-12-15","F","Professional","0-1 Miles","Rockhampton","Queensland","Australia","4700"
15795,16,"Diane Munoz","1970-07-16","F","Professional","0-1 Miles","Springwood","New South Wales","Australia","2777"
15796,39,"Edward Hayes","1970-11-08","M","Professional","1-2 Miles","Sunbury","Victoria","Australia","3429"
15797,19,"Isaac Cox","1970-09-25","M","Professional","1-2 Miles","Wollongong","New South Wales","Australia","2500"
15798,33,"Anne Munoz","1970-03-19","F","Professional","5-10 Miles","Cranbourne","Victoria","Australia","3977"
15799,32,"Victoria Anderson","1964-07-11","F","Professional","2-5 Miles","Bendigo","Victoria","Australia","3550"
15800,5,"Alberto Serrano","1970-12-07","M","Professional","2-5 Miles","Lane Cove","New South Wales","Australia","1597"
15801,22,"Katrina Shen","1969-05-12","F","Professional","5-10 Miles","East Brisbane","Queensland","Australia","4169"
15802,14,"Bridget Kumar","1979-10-18","F","Professional","0-1 Miles","Rhodes","New South Wales","Australia","2138"
15803,35,"Bradley Goel","1968-04-16","M","Professional","0-1 Miles","Melbourne","Victoria","Australia","3000"
15804,10,"Brittney Liu","1968-02-17","F","Professional","5-10 Miles","Newcastle","New South Wales","Australia","2300"
15805,16,"Dawn Lin","1967-08-30","F","Skilled Manual","5-10 Miles","Springwood","New South Wales","Australia","2777"
15806,19,"Devin Allen","1973-01-02","M","Skilled Manual","0-1 Miles","Wollongong","New South Wales","Australia","2500"
15807,8,"Scot Schulte","1972-10-29","M","Skilled Manual","10+ Miles","Matraville","New South Wales","Australia","2036"
15808,40,"Natasha Blanco","1966-07-19","F","Skilled Manual","10+ Miles","Warrnambool","Victoria","Australia","3280"
15809,13,"Christian Sharma","1966-03-15","M","Skilled Manual","10+ Miles","Port Macquarie","New South Wales","Australia","2444"
15810,37,"Regina Kapoor","1971-09-03","F","Skilled Manual","5-10 Miles","Seaford","Victoria","Australia","3198"
15811,15,"Barbara Schultz","1971-05-02","M","Skilled Manual","5-10 Miles","Silverwater","New South Wales","Australia","2264"
15812,23,"Logan Allen","1964-10-07","M","Clerical","0-1 Miles","Gold Coast","Queensland","Australia","4217"
15813,355,"Julian Diaz","1982-01-30","M","Skilled Manual","5-10 Miles","Redwood City","California","United States","94063"
15814,302,"Monica Subram","1981-10-14","F","Skilled Manual","5-10 Miles","Burlingame","California","United States","94010"
15815,51,"Nicole Price","1980-07-24","F","Skilled Manual","5-10 Miles","Langford","British Columbia","Canada","V9"
15816,50,"Victoria Miller","1981-11-17","F","Skilled Manual","5-10 Miles","Haney","British Columbia","Canada","V2W 1W2"
15817,536,"Chloe Alexander","1982-01-05","F","Skilled Manual","0-1 Miles","Beaverton","Oregon","United States","97005"
15818,609,"Stanley Perez","1982-01-16","M","Skilled Manual","5-10 Miles","Bellingham","Washington","United States","98225"
15819,633,"Savannah Cox","1986-03-15","F","Skilled Manual","5-10 Miles","Puyallup","Washington","United States","98371"
15820,618,"Chase Ward","1986-04-01","M","Skilled Manual","5-10 Miles","Issaquah","Washington","United States","98027"
15821,383,"Logan Anderson","1986-06-25","M","Skilled Manual","0-1 Miles","West Covina","California","United States","91791"
15822,29,"Damien Zhu","1944-04-17","M","Management","0-1 Miles","Findon","South Australia","Australia","5023"
15823,32,"Sharon Tang","1944-03-23","F","Management","5-10 Miles","Bendigo","Victoria","Australia","3550"
15824,310,"Lindsay Kumar","1982-11-30","F","Clerical","5-10 Miles","Colma","California","United States","94014"
15825,637,"Angela Simmons","1981-12-02","F","Skilled Manual","5-10 Miles","Seattle","Washington","United States","98104"
15826,53,"Marissa Price","1984-07-08","F","Clerical","5-10 Miles","Metchosin","British Columbia","Canada","V9"
15827,614,"Danielle Ward","1984-11-03","F","Skilled Manual","0-1 Miles","Edmonds","Washington","United States","98020"
15828,29,"Robyn Ramos","1945-05-20","F","Clerical","5-10 Miles","Findon","South Australia","Australia","5023"
15829,35,"Devin Diaz","1944-11-13","M","Management","5-10 Miles","Melbourne","Victoria","Australia","3000"
15830,8,"Naomi Alonso","1945-08-13","F","Management","0-1 Miles","Matraville","New South Wales","Australia","2036"
15831,12,"Omar He","1945-08-13","M","Management","5-10 Miles","North Sydney","New South Wales","Australia","2055"
15832,28,"Manuel Martinez","1946-10-02","M","Management","5-10 Miles","Cloverdale","South Australia","Australia","6105"
15833,38,"Tabitha Kovar","1948-09-20","F","Management","5-10 Miles","South Melbourne","Victoria","Australia","3205"
15834,644,"Rebecca Green","1981-09-22","F","Skilled Manual","1-2 Miles","Walla Walla","Washington","United States","99362"
15835,315,"Marcus Smith","1981-10-25","M","Skilled Manual","5-10 Miles","Downey","California","United States","90241"
15836,343,"Devin Jackson","1981-10-13","M","Skilled Manual","5-10 Miles","National City","California","United States","91950"
15837,611,"Julia Johnston","1981-04-19","F","Skilled Manual","5-10 Miles","Bremerton","Washington","United States","98312"
15838,322,"Julia Taylor","1985-02-13","F","Skilled Manual","5-10 Miles","Fremont","California","United States","94536"
15839,369,"William Taylor","1979-11-18","M","Skilled Manual","5-10 Miles","Santa Monica","California","United States","90401"
15840,552,"Natalie Peterson","1977-08-25","F","Skilled Manual","5-10 Miles","W. Linn","Oregon","United States","97068"
15841,338,"Luis Shan","1983-05-11","M","Management","1-2 Miles","Los Angeles","California","United States","90012"
15842,641,"Haley Gray","1983-01-09","F","Management","1-2 Miles","Spokane","Washington","United States","99202"
15843,648,"Caleb Wright","1974-05-02","M","Management","0-1 Miles","Yakima","Washington","United States","98901"
15844,326,"Megan Brown","1974-06-24","F","Management","1-2 Miles","Grossmont","California","United States","91941"
15845,545,"Mackenzie Carter","1974-06-17","F","Management","0-1 Miles","Milwaukie","Oregon","United States","97222"
15846,53,"Julian Flores","1979-09-06","M","Management","1-2 Miles","Metchosin","British Columbia","Canada","V9"
15847,70,"Edward White","1979-05-10","M","Management","1-2 Miles","Westminster","British Columbia","Canada","V3L 1E7"
15848,547,"Gabrielle Hernandez","1979-08-24","F","Management","0-1 Miles","Portland","Oregon","United States","97205"
15849,641,"Destiny Kelly","1972-08-29","F","Management","5-10 Miles","Spokane","Washington","United States","99202"
15850,69,"Rachel Bradley","1978-10-04","F","Management","0-1 Miles","Victoria","British Columbia","Canada","V8V"
15851,616,"Taylor Anderson","1972-12-18","F","Management","1-2 Miles","Everett","Washington","United States","98201"
15852,368,"Oscar Henderson","1978-08-22","M","Management","0-1 Miles","Santa Cruz","California","United States","95062"
15853,339,"Jasmine Brown","1972-08-21","F","Management","10+ Miles","Mill Valley","California","United States","94941"
15854,315,"Miranda Wood","1973-02-24","F","Management","10+ Miles","Downey","California","United States","90241"
15855,368,"Noah Jones","1968-10-14","M","Management","1-2 Miles","Santa Cruz","California","United States","95062"
15856,51,"Luis Gonzales","1973-08-02","M","Management","0-1 Miles","Langford","British Columbia","Canada","V9"
15857,307,"Isabella White","1964-12-03","F","Skilled Manual","1-2 Miles","Chula Vista","California","United States","91910"
15858,311,"Jonathan Parker","1964-12-12","M","Skilled Manual","0-1 Miles","Concord","California","United States","94519"
15859,69,"Abigail Ramirez","1964-09-01","F","Skilled Manual","1-2 Miles","Victoria","British Columbia","Canada","V8V"
15860,609,"Joe Moreno","1978-04-19","M","Clerical","1-2 Miles","Bellingham","Washington","United States","98225"
15861,299,"Damien Zhao","1977-11-23","M","Clerical","0-1 Miles","Berkeley","California","United States","94704"
15862,301,"Sriniwa Narayanan","1978-06-06","F","Skilled Manual","1-2 Miles","Burbank","California","United States","91502"
15863,53,"Adam Scott","1979-01-31","M","Skilled Manual","0-1 Miles","Metchosin","British Columbia","Canada","V9"
15864,68,"Lauren Bailey","1984-10-16","F","Skilled Manual","0-1 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
15865,352,"Isabel Price","1976-10-11","F","Skilled Manual","10+ Miles","Palo Alto","California","United States","94303"
15866,54,"Abigail White","1981-12-30","F","Skilled Manual","0-1 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
15867,633,"Victoria White","1976-08-07","F","Skilled Manual","0-1 Miles","Puyallup","Washington","United States","98371"
15868,66,"Caleb Lal","1976-12-10","M","Skilled Manual","1-2 Miles","Sooke","British Columbia","Canada","V0"
15869,632,"Alexandra Hall","1977-06-20","F","Skilled Manual","1-2 Miles","Port Orchard","Washington","United States","98366"
15870,539,"Zoe Howard","1976-11-29","F","Skilled Manual","1-2 Miles","Corvallis","Oregon","United States","97330"
15871,633,"Ryan Jai","1977-06-22","M","Skilled Manual","1-2 Miles","Puyallup","Washington","United States","98371"
15872,69,"Gabriella Gonzalez","1983-09-29","F","Skilled Manual","1-2 Miles","Victoria","British Columbia","Canada","V8V"
15873,326,"Hailey Richardson","1983-10-16","F","Professional","0-1 Miles","Grossmont","California","United States","91941"
15874,66,"Samuel Martin","1949-12-10","M","Management","1-2 Miles","Sooke","British Columbia","Canada","V0"
15875,369,"Devin Morris","1949-08-16","M","Management","1-2 Miles","Santa Monica","California","United States","90401"
15876,53,"Eduardo Turner","1950-04-17","M","Management","1-2 Miles","Metchosin","British Columbia","Canada","V9"
15877,299,"Jordan Perez","1956-10-07","M","Management","10+ Miles","Berkeley","California","United States","94704"
15878,59,"Kevin Flores","1950-10-21","M","Management","10+ Miles","Oak Bay","British Columbia","Canada","V8P"
15879,66,"Tyler Wilson","1950-11-18","M","Management","2-5 Miles","Sooke","British Columbia","Canada","V0"
15880,641,"Patrick Bailey","1951-05-13","M","Management","2-5 Miles","Spokane","Washington","United States","99202"
15881,55,"Destiny Williams","1951-02-17","F","Management","10+ Miles","Newton","British Columbia","Canada","V2L3W8"
15882,536,"Maurice Xie","1951-05-01","M","Management","10+ Miles","Beaverton","Oregon","United States","97005"
15883,312,"Tristan Coleman","1951-05-13","M","Management","2-5 Miles","Coronado","California","United States","92118"
15884,314,"Dakota Bradley","1951-01-04","M","Management","2-5 Miles","Daly City","California","United States","94015"
15885,638,"Garrett Sanchez","1951-11-15","M","Management","10+ Miles","Sedro Woolley","Washington","United States","98284"
15886,335,"Matthew Brown","1951-10-16","M","Management","10+ Miles","Lemon Grove","California","United States","91945"
15887,611,"Deanna Vazquez","1952-02-09","F","Management","10+ Miles","Bremerton","Washington","United States","98312"
15888,627,"Amanda Richardson","1951-11-02","F","Management","10+ Miles","Marysville","Washington","United States","98270"
15889,50,"Robert Wright","1952-05-17","M","Management","10+ Miles","Haney","British Columbia","Canada","V2W 1W2"
15890,315,"James Russell","1952-08-26","M","Management","10+ Miles","Downey","California","United States","90241"
15891,331,"Jordan Lopez","1952-12-08","M","Management","1-2 Miles","La Jolla","California","United States","92806"
15892,607,"Pamela Srini","1964-07-05","F","Professional","10+ Miles","Ballard","Washington","United States","98107"
15893,609,"Yolanda Xu","1954-05-15","F","Professional","10+ Miles","Bellingham","Washington","United States","98225"
15894,609,"Joanna Gutierrez","1970-05-06","F","Professional","2-5 Miles","Bellingham","Washington","United States","98225"
15895,316,"Sophia Parker","1970-05-06","F","Management","10+ Miles","El Cajon","California","United States","92020"
15896,352,"Samuel Jones","1953-12-15","M","Management","10+ Miles","Palo Alto","California","United States","94303"
15897,385,"Haley Cooper","1953-09-14","F","Professional","10+ Miles","Woodland Hills","California","United States","91364"
15898,648,"Isaiah Gonzalez","1954-10-29","M","Professional","2-5 Miles","Yakima","Washington","United States","98901"
15899,369,"Ian James","1954-12-29","M","Professional","10+ Miles","Santa Monica","California","United States","90401"
15900,50,"Wyatt Roberts","1961-03-24","M","Skilled Manual","10+ Miles","Haney","British Columbia","Canada","V2W 1W2"
15901,616,"Taylor Bryant","1955-08-27","F","Professional","2-5 Miles","Everett","Washington","United States","98201"
15902,632,"Robert Diaz","1955-10-23","M","Professional","2-5 Miles","Port Orchard","Washington","United States","98366"
15903,299,"Abigail Barnes","1956-01-06","F","Professional","2-5 Miles","Berkeley","California","United States","94704"
15904,307,"Janice Bennett","1955-07-25","F","Professional","10+ Miles","Chula Vista","California","United States","91910"
15905,52,"Taylor Taylor","1956-10-15","F","Professional","2-5 Miles","Langley","British Columbia","Canada","V3A 4R2"
15906,66,"Kaitlyn Lewis","1956-09-02","F","Professional","10+ Miles","Sooke","British Columbia","Canada","V0"
15907,648,"Steven Bailey","1956-10-15","M","Professional","2-5 Miles","Yakima","Washington","United States","98901"
15908,329,"David Wilson","1973-09-12","M","Professional","10+ Miles","Imperial Beach","California","United States","91932"
15909,334,"Cassidy Ross","1957-03-06","F","Professional","10+ Miles","Lakewood","California","United States","90712"
15910,358,"Caleb Hughes","1956-12-05","M","Professional","2-5 Miles","San Carlos","California","United States","94070"
15911,611,"Maria Baker","1963-04-23","F","Professional","10+ Miles","Bremerton","Washington","United States","98312"
15912,369,"Mya Simmons","1957-09-04","F","Professional","10+ Miles","Santa Monica","California","United States","90401"
15913,55,"Antonio Hughes","1957-12-14","M","Professional","2-5 Miles","Newton","British Columbia","Canada","V2L3W8"
15914,633,"Logan Bryant","1963-08-19","M","Professional","10+ Miles","Puyallup","Washington","United States","98371"
15915,331,"Alex Cox","1958-01-08","M","Professional","10+ Miles","La Jolla","California","United States","92806"
15916,62,"Brandon Walker","1958-01-11","M","Professional","2-5 Miles","Royal Oak","British Columbia","Canada","V8X"
15917,49,"Emily White","1958-03-20","F","Professional","10+ Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
15918,612,"Roberto Ruiz","1957-08-02","M","Professional","10+ Miles","Burien","Washington","United States","98168"
15919,241,"Rebekah Prasad","1963-11-04","F","Professional","0-1 Miles","Kirkby","England","United Kingdom","KB9"
15920,207,"Colin Wu","1963-02-11","M","Professional","5-10 Miles","Chatou","Yveline","France","78400"
15921,207,"Donald Patel","1968-11-22","M","Professional","5-10 Miles","Chatou","Yveline","France","78400"
